,mae,clf,strategy
0,63.845973609063506,Dummy,left
1,64.87824952988761,Dummy,left
2,62.25532649840544,Dummy,left
3,65.47060004871226,Dummy,left
4,67.26122393265692,Dummy,left
5,65.76186780619659,Dummy,left
6,65.77242270818451,Dummy,left
7,64.56533102776746,Dummy,left
8,66.82350184400379,Dummy,left
9,64.46008614558909,Dummy,left
10,60.46857685030885,LinearReg,left
11,58.27695920739884,LinearReg,left
12,57.49612233599879,LinearReg,left
13,61.52003308002443,LinearReg,left
14,58.254248681814815,LinearReg,left
15,57.14065429913519,LinearReg,left
16,57.39362810873432,LinearReg,left
17,59.388831820543984,LinearReg,left
18,63.253165145041876,LinearReg,left
19,60.34099820878883,LinearReg,left
20,64.78648960885002,Dummy,right
21,63.481407598031964,Dummy,right
22,62.556220085968796,Dummy,right
23,65.21085063153896,Dummy,right
24,67.06846322163202,Dummy,right
25,65.98811985270699,Dummy,right
26,65.15231888983624,Dummy,right
27,64.51451722596242,Dummy,right
28,66.88905476507394,Dummy,right
29,64.05654263926621,Dummy,right
30,55.4967948719378,LinearReg,right
31,56.11781573205876,LinearReg,right
32,60.94565476795751,LinearReg,right
33,59.99635539249854,LinearReg,right
34,59.984952331181645,LinearReg,right
35,57.11174081157358,LinearReg,right
36,55.645814039507,LinearReg,right
37,60.485351172005906,LinearReg,right
38,62.07531513868732,LinearReg,right
39,58.918130700651304,LinearReg,right
40,64.31623160895676,Dummy,both_eyes
41,64.17982856395979,Dummy,both_eyes
42,62.40577329218712,Dummy,both_eyes
43,65.3407253401256,Dummy,both_eyes
44,67.16484357714447,Dummy,both_eyes
45,65.87499382945178,Dummy,both_eyes
46,65.46237079901037,Dummy,both_eyes
47,64.53992412686495,Dummy,both_eyes
48,66.85627830453886,Dummy,both_eyes
49,64.25831439242765,Dummy,both_eyes
50,57.215738756101906,LinearReg,both_eyes
51,56.03205964960936,LinearReg,both_eyes
52,57.94858218125558,LinearReg,both_eyes
53,59.403014023962186,LinearReg,both_eyes
54,56.79788464720368,LinearReg,both_eyes
55,54.48673036467325,LinearReg,both_eyes
56,53.81715855903464,LinearReg,both_eyes
57,58.68758105492494,LinearReg,both_eyes
58,61.509146110048015,LinearReg,both_eyes
59,57.809642958411956,LinearReg,both_eyes
60,63.7844341344189,Dummy,avg
61,63.86281989558327,Dummy,avg
62,62.0815099698108,Dummy,avg
63,64.98564653772118,Dummy,avg
64,66.69712152740823,Dummy,avg
65,65.54293431543448,Dummy,avg
66,65.23761040477481,Dummy,avg
67,64.24135596539708,Dummy,avg
68,66.59592777476772,Dummy,avg
69,63.94557535905808,Dummy,avg
70,56.309226178872535,LinearReg,avg
71,55.70778121967711,LinearReg,avg
72,58.1875883005638,LinearReg,avg
73,59.784444526116566,LinearReg,avg
74,56.464211592405995,LinearReg,avg
75,54.24743024095289,LinearReg,avg
76,53.811153662628016,LinearReg,avg
77,59.07971081404742,LinearReg,avg
78,61.45842179904872,LinearReg,avg
79,58.208327356624,LinearReg,avg
80,64.1389657841108,Dummy,all
81,64.07415900783428,Dummy,all
82,62.297685518061684,Dummy,all
83,65.22236573932413,Dummy,all
84,67.00893622723238,Dummy,all
85,65.76430732477935,Dummy,all
86,65.38745066759851,Dummy,all
87,64.44040140637566,Dummy,all
88,66.76949479461514,Dummy,all
89,64.15406804797112,Dummy,all
90,57.03941295266639,LinearReg,all
91,55.93737717453604,LinearReg,all
92,57.848236910755986,LinearReg,all
93,59.319836063441265,LinearReg,all
94,56.66382973837174,LinearReg,all
95,54.37882132769039,LinearReg,all
96,53.762134429927194,LinearReg,all
97,58.6075538232133,LinearReg,all
98,61.438079041606066,LinearReg,all
99,57.71205361129938,LinearReg,all
